DOEID,REGIONC,TYPEHUQ,YEARMADERANGE,TOTSQFT_EN,WALLTYPE,ROOFTYPE,ADQINSUL,HHSEX,HHAGE,EMPLOYHH,MONEYPY,KWH,NWEIGHT
114598,SOUTH,3,6,2350,1,5,2,2,71,1,15,11108.35,6350.045409
114599,NORTHEAST,2,4,2670,3,5,2,2,68,3,15,7724.56,6404.473452
114600,MIDWEST,3,7,2410,3,5,1,2,47,1,14,9495.31,488.0012722
114601,MIDWEST,3,9,2000,3,5,2,1,23,1,15,4640.89,1568.204245
114602,SOUTH,2,1,330,2,5,2,1,69,3,10,14228.85,6174.401894
114603,NORTHEAST,2,5,2500,2,5,2,1,81,3,15,24383.12,4849.062074
114604,MIDWEST,2,1,2400,4,5,3,2,27,2,12,7935.39,10156.4282
114605,MIDWEST,2,7,4650,1,5,2,2,55,1,16,9836.73,8337.698978
114606,NORTHEAST,2,5,3400,3,5,1,2,80,3,12,6954.31,1075.044505
114607,SOUTH,2,3,1200,3,5,2,1,49,1,13,12172.64,3957.315904
114608,SOUTH,3,4,600,2,5,3,1,27,1,7,8502.94,5468.265257
114609,SOUTH,2,6,4500,3,5,1,1,77,2,16,11951.45,5894.851254
114610,WEST,2,1,500,3,3,3,1,66,4,2,3418.7,3015.199908
114611,SOUTH,2,7,2250,3,5,2,2,33,1,15,3840.68,8269.391385
114612,NORTHEAST,4,1,1600,6,3,2,2,30,1,14,4654.13,4730.966882
114613,SOUTH,2,7,1400,3,4,1,2,30,1,13,20570.58,4394.852984
114614,MIDWEST,5,2,600,1,-2,3,1,60,3,1,4707.59,13051.07931
114615,SOUTH,2,2,1240,1,5,2,2,73,1,13,9986.31,10281.92037
114616,WEST,2,2,2500,3,5,2,2,69,3,11,15912.75,3121.659091
114617,MIDWEST,2,6,1750,3,5,2,2,75,1,15,6464.53,12887.82648
114618,WEST,2,7,1350,3,5,2,1,28,1,9,9436.05,5873.522859
114619,SOUTH,4,2,650,1,5,2,1,79,3,5,2149.09,1526.475598
114620,SOUTH,5,8,1050,1,-2,2,1,38,1,13,10371.78,10169.15255
114621,WEST,5,4,650,7,-2,2,1,58,2,7,4663.61,13968.34392
114622,MIDWEST,2,5,1370,3,3,1,2,63,4,8,14400.01,14266.65324
114623,SOUTH,3,6,1050,1,5,1,1,29,4,2,4097.41,2187.553845
114624,WEST,5,1,900,7,-2,3,2,50,1,16,3556.91,16117.63202
114625,SOUTH,2,5,1460,1,5,1,2,60,1,15,19668.34,11401.83621
114626,WEST,2,4,1200,2,5,2,1,64,2,7,11687.62,4539.90346
114627,SOUTH,3,2,1100,3,5,3,2,24,1,14,12818.74,8914.71419
114628,SOUTH,1,6,900,3,2,3,1,53,1,5,10465.87,6210.38623
114629,WEST,2,6,1880,3,5,2,2,73,3,12,9182.03,8102.285948
114630,SOUTH,2,5,1200,2,5,2,2,68,3,13,9733.28,6067.879984
114631,SOUTH,2,6,2300,1,5,2,2,67,3,11,12771.57,13583.41807
114632,NORTHEAST,2,6,2950,2,2,2,1,55,1,15,12791.72,2416.089342
114633,SOUTH,4,7,1000,1,2,1,1,26,1,11,4289.94,6249.263892
114634,WEST,2,7,2800,3,5,1,2,78,3,10,10507.28,4384.858274
114635,WEST,2,9,2200,4,5,2,2,43,1,15,9907.72,4297.621635
114636,NORTHEAST,2,3,2700,3,5,2,2,43,1,13,8495.35,5130.124795
114637,SOUTH,4,7,1000,7,5,2,2,30,1,10,5548.13,5134.67891
114638,SOUTH,2,5,1670,1,2,1,1,49,4,9,9453.96,7774.795432
114639,SOUTH,2,3,1190,1,5,1,1,82,3,7,12932.86,3831.330565
114640,SOUTH,2,2,2000,3,5,2,1,46,1,15,14829.77,6649.322876
114641,NORTHEAST,2,4,2910,2,5,2,2,88,3,6,10906.6,2233.432202
114642,WEST,2,8,3000,3,5,2,1,55,4,9,7377.6,7713.519352
114643,SOUTH,2,2,1550,1,5,2,2,64,3,8,15249.21,12102.36039
114644,SOUTH,1,5,920,3,5,2,1,58,1,11,7504.7,2717.680981
114645,MIDWEST,2,4,3200,3,5,2,2,33,1,15,13358.71,5978.07905
114646,WEST,3,6,950,99,5,2,2,37,1,15,7539.63,3756.733702
114647,MIDWEST,2,1,1650,3,5,2,1,73,3,14,3321.47,6800.875488
114648,WEST,2,7,1870,4,1,1,1,42,4,7,14873.97,11534.22719
114649,NORTHEAST,2,3,2400,1,5,3,1,47,1,15,9622.41,6075.323317
114650,MIDWEST,3,4,1340,2,5,2,2,26,1,8,7634.2,978.7830609
114651,NORTHEAST,2,3,5730,2,5,2,2,56,1,16,9865.79,2024.411424
114652,NORTHEAST,2,1,3030,2,3,4,1,58,1,15,9879.06,4782.514598
114653,MIDWEST,2,1,1800,2,5,3,2,71,2,15,11043.96,4850.594118
114654,MIDWEST,3,5,2000,1,2,2,2,55,1,16,27620.86,3155.204235
114655,MIDWEST,2,1,3450,4,5,1,2,47,3,14,25414.35,1948.419532
114656,MIDWEST,2,1,2430,2,5,2,2,56,2,15,7403.15,8598.615431
114657,SOUTH,4,5,570,1,5,2,2,44,1,4,9320.18,11559.09515
114658,SOUTH,5,5,950,3,-2,2,2,56,1,8,6714.52,9016.957681
114659,SOUTH,1,6,860,3,3,3,1,67,3,4,15922.33,3648.818263
114660,NORTHEAST,2,3,6800,4,2,1,1,59,1,16,11610.05,6685.32016
114661,WEST,4,4,1000,2,5,3,1,46,3,16,11219.91,13032.78057
114662,SOUTH,2,3,3000,3,5,3,2,48,1,14,7581.89,9670.721615
114663,WEST,2,7,2800,2,5,1,2,21,4,13,14001,5264.020244
114664,WEST,5,6,1130,4,-2,2,1,29,4,15,9791.61,6739.190837
114665,MIDWEST,2,7,4500,3,5,1,2,53,1,15,21351.57,6452.872276
114666,SOUTH,2,3,5400,1,5,1,1,75,1,14,15514.03,4279.160715
114667,WEST,3,1,1910,2,5,2,1,82,3,14,7945.09,1235.608992
114668,WEST,2,2,1290,3,2,2,1,41,4,1,9322.45,5032.653341
114669,WEST,2,6,2400,4,6,2,2,46,1,14,11446.99,8834.509284
114670,NORTHEAST,5,7,760,3,-2,1,2,31,1,15,5868.76,5895.007434
114671,WEST,2,3,2400,3,5,2,1,73,3,12,7111.87,895.4626042
114672,SOUTH,5,7,810,1,-2,4,1,70,3,9,1156.69,16411.91092
114673,SOUTH,3,3,2050,1,2,2,1,41,4,1,12648.27,870.2888502
114674,SOUTH,3,3,1200,1,2,2,1,29,1,13,9194.73,4369.906296
114675,MIDWEST,5,1,800,1,-2,4,2,41,4,1,2163.99,15195.90829
114676,NORTHEAST,2,2,2200,3,5,2,2,61,4,16,18216.1,5084.215706
114677,WEST,2,7,3130,4,5,2,1,37,1,14,5720.31,8637.244804
114678,SOUTH,2,7,3450,3,5,1,2,60,1,14,10345.89,2182.601926
114679,SOUTH,2,7,1600,3,5,1,2,38,1,14,12311.83,5271.332869
114680,SOUTH,2,3,500,2,5,3,1,58,1,7,19694.94,6542.229073
114681,MIDWEST,5,4,1050,1,-2,2,2,75,3,6,5595.52,7360.301002
114682,NORTHEAST,5,3,1200,1,-2,2,1,57,1,16,3285.27,11000.50183
114683,WEST,2,3,3220,1,5,1,2,30,1,15,10075.81,831.0702147
114684,MIDWEST,3,5,1200,3,5,2,1,38,1,14,17364.76,548.6462849
114685,WEST,2,3,2020,2,5,2,1,62,2,13,1647.34,2206.472469
114686,SOUTH,2,5,1330,4,5,2,1,53,2,10,14714.84,11519.88526
114687,SOUTH,5,7,700,2,-2,1,1,61,1,10,6548.22,8589.292883
114688,MIDWEST,2,2,2700,3,5,2,1,66,3,14,16666.73,6505.076836
114689,WEST,5,7,980,3,-2,1,1,47,1,16,3073.01,6809.686792
114690,SOUTH,3,6,840,3,5,1,1,69,3,10,9724.63,5011.125321
114691,SOUTH,3,6,1900,1,5,2,1,49,1,16,12875.42,1462.602124
114692,WEST,2,1,2490,3,5,2,1,41,1,11,8922.43,2219.484712
114693,WEST,2,7,2000,4,99,1,2,75,3,16,17995.94,9325.827817
114694,NORTHEAST,2,1,1190,1,5,2,2,68,3,13,6852.83,7820.96219
114695,WEST,2,4,1000,4,5,3,1,65,1,11,6871.78,10833.79818
114696,MIDWEST,3,6,3280,3,5,1,2,74,3,10,6853.06,5958.342843
114697,MIDWEST,4,1,1500,3,5,4,1,33,2,10,10824.5,29279.14833
114698,SOUTH,2,2,2250,3,5,2,1,70,3,16,14635.3,8848.672736
114699,NORTHEAST,2,3,2800,2,5,2,1,39,1,16,8241.11,3229.486806
114700,WEST,4,6,760,1,2,1,1,21,1,8,10410.98,1540.038042
114701,SOUTH,2,3,1580,3,5,2,2,76,3,8,13976.47,4772.751335
114702,WEST,2,6,900,3,5,1,1,55,1,15,4120.19,8999.286793
114703,WEST,2,7,2500,3,5,2,2,35,4,15,13849.04,1148.534601
114704,WEST,5,5,1000,4,-2,1,2,60,3,13,1809.36,12068.88315
114705,WEST,2,2,1020,3,5,2,1,21,1,11,5369.8,1432.076852
114706,NORTHEAST,3,5,1800,3,5,3,1,66,3,14,8454.63,2770.345398
114707,NORTHEAST,5,1,1400,1,-2,2,1,35,1,15,3500.52,12224.97184
114708,SOUTH,2,3,2100,1,3,2,1,37,1,15,11002.23,4165.221513
114709,NORTHEAST,5,1,1200,3,-2,1,2,85,2,16,5015.02,12759.94907
114710,SOUTH,2,5,600,1,5,2,1,43,1,12,8339.25,4728.837243
114711,WEST,2,1,2400,4,99,2,2,63,3,15,6136.54,11919.37497
114712,SOUTH,2,7,1300,3,5,1,2,71,3,13,9646.64,3796.780422
114713,SOUTH,2,6,2990,3,5,2,2,51,1,15,9737.54,7325.118856
114714,NORTHEAST,2,5,1660,2,5,2,1,36,1,13,3897.76,971.1015953
114715,SOUTH,3,6,1200,3,5,2,2,58,1,12,5831.33,1692.475149
114716,MIDWEST,2,2,1300,3,5,2,2,42,4,13,12051.08,6061.680343
114717,NORTHEAST,2,2,3000,1,2,1,1,33,2,15,8454.03,4835.157856
114718,WEST,1,4,980,3,3,2,2,70,2,11,8831.67,6553.949999
114719,NORTHEAST,2,1,1700,1,5,1,2,60,1,16,13742.6,7061.660922
114720,MIDWEST,2,9,3480,4,5,1,1,28,1,13,6952.4,6963.742763
114721,WEST,2,2,1750,2,5,1,2,49,1,14,8237.34,6236.17015
114722,SOUTH,2,1,1530,3,5,1,1,56,1,13,21767.86,12575.67711
114723,WEST,2,7,4000,2,5,1,2,66,3,16,7717.29,4860.794262
114724,MIDWEST,5,7,1300,1,-2,2,1,30,1,15,4568.36,10028.98999
114725,WEST,2,7,2320,2,3,1,1,53,2,13,9956.5,862.7570041
114726,NORTHEAST,5,8,620,7,-2,2,2,31,1,14,5598.83,6784.547123
114727,NORTHEAST,4,1,900,3,5,3,2,49,1,16,3157.41,6699.12498
114728,SOUTH,5,3,930,7,-2,1,2,27,1,15,8015.08,1441.493361
114729,NORTHEAST,2,7,6600,3,5,1,2,47,1,15,13010.85,6378.941483
114730,WEST,2,7,1400,2,3,2,2,51,1,13,9630.55,4350.951365
114731,WEST,4,5,1100,4,5,2,2,22,4,7,2348.55,1108.302428
114732,SOUTH,5,2,1280,1,-2,2,1,56,4,11,12121.58,8590.042073
114733,SOUTH,5,6,700,1,-2,1,1,29,1,15,9671.08,9134.226601
114734,MIDWEST,2,9,2270,3,5,1,2,74,3,13,5909.72,4242.326356
114735,SOUTH,4,3,1000,1,5,2,2,33,2,7,4579.33,4196.718638
114736,SOUTH,2,5,1600,1,5,2,2,63,3,14,11192.88,7002.937117
114737,MIDWEST,4,1,1500,4,5,2,1,64,2,7,3759.94,14741.76569
114738,SOUTH,4,3,960,1,5,3,1,25,1,9,12726.66,6552.678398
114739,MIDWEST,4,1,1300,3,5,3,2,74,3,3,6427.07,15705.9788
114740,SOUTH,2,7,2500,1,5,2,2,43,3,15,19371.18,4232.42142
114741,SOUTH,2,5,800,2,5,1,1,32,1,9,3713.4,9632.978039
114742,WEST,2,7,1620,6,1,2,1,46,2,15,25584.89,7654.324709
114743,MIDWEST,2,2,1150,2,5,2,1,67,3,8,9722.23,1627.273425
114744,SOUTH,4,6,850,2,5,2,2,27,1,11,13815.15,12428.78634
114745,SOUTH,2,9,1900,3,5,1,2,70,3,12,9204.38,4828.376091
114746,SOUTH,2,6,3000,3,5,1,1,68,2,12,27273.63,8846.931807
114747,NORTHEAST,2,1,1600,3,5,2,2,71,3,13,4724.09,4063.498349
114748,SOUTH,3,7,1480,4,5,2,2,31,1,16,12719.21,9208.813091
114749,WEST,5,6,930,2,-2,2,1,47,1,13,8452.01,2264.4064
114750,WEST,2,4,600,4,5,3,1,37,1,13,4397.53,6416.111688
114751,MIDWEST,5,7,900,3,-2,2,2,59,1,13,4762.39,4567.26671
114752,SOUTH,2,6,2390,1,5,2,1,42,1,15,17247.99,7509.849452
114753,SOUTH,4,6,1100,1,5,2,1,41,4,1,16799.39,8652.71934
114754,SOUTH,1,6,980,3,3,1,1,53,3,3,10025.21,4353.482525
114755,NORTHEAST,3,7,900,3,5,1,1,32,1,16,6651.87,2518.82937
114756,WEST,2,3,1200,1,1,3,2,65,1,12,2932.53,4866.79746
114757,WEST,5,4,500,2,-2,2,2,65,3,5,3454.68,16033.97332
114758,WEST,2,2,1700,4,5,4,1,38,1,15,10525.13,12884.28158
114759,NORTHEAST,4,3,900,2,5,3,2,60,2,8,2956.16,2879.388146
114760,SOUTH,4,6,600,1,5,1,1,66,3,7,5317.23,12101.23219
114761,SOUTH,2,5,1700,3,2,2,1,72,3,11,8093.77,8154.480401
114762,SOUTH,2,8,1010,1,1,2,1,28,1,7,14821.72,9651.283727
114763,SOUTH,2,7,1500,1,5,1,2,65,1,10,17117.02,5866.723833
114764,NORTHEAST,2,1,2500,4,5,2,2,67,3,16,7516.02,5917.51871
114765,SOUTH,2,5,1600,1,5,2,2,48,1,14,11429.28,4809.425743
114766,WEST,2,6,1800,7,5,3,1,29,4,10,2436.83,15673.77815
114767,WEST,2,2,1230,4,5,3,2,57,1,15,8258.67,9482.60247
114768,NORTHEAST,4,1,1020,1,5,1,2,46,1,15,3247.46,14620.47455
114769,SOUTH,2,7,2300,3,5,2,2,64,3,15,12300.49,4810.551794
114770,MIDWEST,2,5,1150,3,5,1,1,74,3,6,5399.5,5759.728788
114771,SOUTH,2,9,2600,1,5,1,1,33,1,14,12804.78,5229.657538
114772,MIDWEST,2,1,2970,3,5,2,2,80,3,12,22286.89,4887.754608
114773,WEST,2,7,1280,3,5,1,2,82,3,13,15568.59,5203.477385
114774,MIDWEST,3,6,1900,1,5,2,1,53,1,14,9695.65,6666.435223
114775,MIDWEST,2,7,3850,1,5,1,1,82,3,11,14757.63,3351.018673
114776,SOUTH,1,5,980,3,3,3,2,54,1,11,13548.24,4889.52181
114777,NORTHEAST,4,3,1150,7,5,2,1,39,1,13,11050.52,12851.15294
114778,SOUTH,2,8,1300,3,5,2,2,28,1,13,14162.12,6567.206958
114779,SOUTH,2,4,3000,3,5,3,1,30,1,15,28569.89,5128.126833
114780,NORTHEAST,4,4,830,3,3,2,1,31,1,12,3614.52,12721.54566
114781,MIDWEST,5,3,700,1,-2,1,1,72,4,4,6380.07,8195.718733
114782,SOUTH,2,6,2050,3,5,2,1,54,1,14,13284.58,3733.149558
114783,SOUTH,2,8,3150,6,5,2,1,39,4,9,13792.57,9680.965959
114784,MIDWEST,2,7,2950,2,3,2,1,71,3,14,15878.35,5625.673598
114785,WEST,2,3,2000,3,2,1,1,78,3,11,4511.38,2839.036132
114786,SOUTH,5,7,1190,3,-2,2,1,27,1,15,6232.42,3624.936947
114787,SOUTH,2,3,1950,1,5,1,2,73,3,14,9031.24,8573.684782
114788,SOUTH,3,5,500,7,5,3,1,41,1,9,9084.59,7746.70687
114789,MIDWEST,2,6,1870,2,5,2,1,28,1,15,9533.49,6683.737038
114790,SOUTH,1,5,700,3,3,2,2,31,1,8,10689.21,7324.360942
114791,SOUTH,2,6,2220,1,5,1,1,48,2,16,18769.45,3437.151933
114792,SOUTH,1,5,450,3,4,1,1,22,1,1,16066.51,4062.600355
114793,NORTHEAST,2,6,2940,3,5,2,1,35,1,16,4998.31,3275.4577
114794,SOUTH,2,7,1300,1,5,2,1,51,1,15,18438.69,8362.630737
114795,WEST,2,5,2320,4,5,2,2,61,1,12,15586.53,6554.84027
114796,NORTHEAST,2,5,2800,3,5,1,2,73,3,16,2146.28,4838.414534
114797,SOUTH,2,7,1300,1,5,1,2,63,3,7,14373.47,5931.440609
114798,MIDWEST,5,7,870,1,-2,2,1,41,1,14,17250.2,10167.59634
114799,SOUTH,2,1,990,3,3,2,1,58,3,6,6619.39,4891.671667
114800,SOUTH,2,7,2130,2,3,2,1,36,2,15,4630.2,4286.049773
114801,WEST,2,4,4500,2,5,2,2,61,1,15,17018.51,1005.721938
114802,NORTHEAST,2,1,1800,5,3,3,1,53,1,14,7334.75,9140.537524
114803,SOUTH,2,1,980,1,5,3,1,76,1,9,12120.72,4301.22547
114804,SOUTH,2,7,1600,1,5,1,2,90,3,15,8494.38,3388.972753
114805,SOUTH,2,4,3900,1,5,2,1,59,4,11,14080.66,3939.230481
114806,WEST,2,1,3200,3,3,4,1,48,4,16,2598,2183.807269
114807,SOUTH,2,3,360,2,5,3,1,40,4,1,9218.95,5174.544518
114808,WEST,2,9,6550,6,6,1,2,77,3,16,4896.98,4768.038169
114809,WEST,2,7,3090,4,5,2,2,72,1,11,7037.79,4299.90813
114810,NORTHEAST,2,1,2810,3,5,2,2,63,3,15,11367.89,7101.158502
114811,MIDWEST,2,1,1650,3,5,2,2,63,3,6,4766.17,15705.59859
114812,SOUTH,2,6,2430,3,5,2,1,63,4,7,12889.38,7347.654502
114813,MIDWEST,2,5,3800,1,5,2,1,59,4,14,14286.75,7880.422697
114814,SOUTH,2,7,2650,1,4,2,2,57,1,12,12477.05,7748.852175
114815,SOUTH,2,7,2800,3,5,1,2,66,3,14,15480.8,6567.163498
114816,SOUTH,2,2,1750,4,5,2,1,36,1,13,10558.93,7407.183462
114817,NORTHEAST,4,5,350,2,5,2,1,24,1,8,2148.5,3957.63554
114818,WEST,3,7,2400,4,5,2,1,29,4,14,9739.26,3144.022363
114819,WEST,2,4,1470,4,5,3,2,66,3,5,2708.07,13092.82041
114820,SOUTH,4,2,1000,7,5,3,1,54,1,12,3482.63,5705.868317
114821,WEST,2,4,1800,4,5,1,2,74,3,7,1797.9,10775.2689
114822,SOUTH,2,5,1200,3,5,3,1,62,4,10,16017.71,6712.95444
114823,SOUTH,2,5,5120,1,2,1,1,64,2,15,12308.03,5245.204396
114824,NORTHEAST,2,4,1570,3,5,2,1,51,1,15,6178.08,3836.417547
114825,SOUTH,3,4,2550,1,5,1,1,22,4,1,5826.41,1840.157832
114826,NORTHEAST,5,1,1800,1,-2,1,1,70,4,16,11605.44,12425.91743
114827,WEST,4,5,700,2,5,2,2,67,3,12,5369.02,8510.921767
114828,SOUTH,3,9,2200,3,5,1,2,43,1,15,6552.12,5425.285756
114829,MIDWEST,2,6,7620,1,5,2,2,47,1,16,42376.54,6600.451306
114830,NORTHEAST,3,7,4050,4,5,3,2,69,3,16,7936.52,5182.495774
114831,WEST,2,2,1570,1,5,2,2,37,1,9,4821.6,7105.932308
114832,MIDWEST,2,3,2850,1,1,2,1,80,3,5,5938.75,16825.25457
114833,WEST,2,6,2300,3,5,1,1,64,1,16,7824.37,5923.753573
114834,SOUTH,2,7,1550,3,5,3,1,57,4,13,10442.47,7564.080664
114835,MIDWEST,2,6,1850,3,5,2,1,23,1,13,7209.84,7818.847788
114836,SOUTH,2,3,1450,1,5,3,1,59,1,13,10519.08,9168.82378
114837,WEST,2,5,1700,2,5,1,1,53,1,15,9425.41,769.6041752
114838,MIDWEST,2,7,3050,3,5,2,1,50,1,16,11237.39,724.447027
114839,SOUTH,2,2,1280,1,5,2,1,38,1,13,7874.58,10094.42117
114840,SOUTH,2,3,1500,3,5,1,2,76,3,10,8872.85,11757.10308
114841,SOUTH,2,3,2250,3,5,3,1,54,1,14,11193.09,4415.479056
114842,WEST,2,1,1230,7,5,3,1,54,4,15,4729.03,14950.07784
114843,WEST,2,6,2670,4,6,2,2,55,1,16,7924.69,9270.43679
114844,MIDWEST,5,6,1200,1,-2,1,2,88,2,11,7060.49,9105.795891
114845,WEST,5,6,650,2,-2,3,2,29,1,6,3030.01,21860.06899
114846,MIDWEST,2,4,1400,3,5,2,2,73,4,15,18830.04,8836.447573
114847,SOUTH,5,8,700,2,-2,3,2,27,1,14,6120.67,6867.571475
114848,SOUTH,2,1,1650,3,5,2,1,73,3,11,10037.81,4146.518873
114849,WEST,2,1,1970,2,2,4,2,80,3,8,4779.75,1613.271609
114850,WEST,2,4,1500,3,5,1,2,71,3,14,5938.69,4230.763064
114851,MIDWEST,2,7,3750,4,5,1,2,49,1,15,9293.12,12612.96798
114852,MIDWEST,3,4,1750,1,5,2,2,44,1,15,8260.25,2343.279062
114853,SOUTH,2,5,1290,3,3,1,2,84,3,9,5371.68,7686.562418
114854,WEST,2,9,3600,3,5,1,1,42,1,16,9577.4,4866.003894
114855,WEST,2,3,1050,4,5,3,1,81,3,9,3322.02,10411.81577
114856,SOUTH,2,7,4200,4,5,1,1,39,1,16,27177.43,8174.352829
114857,WEST,5,1,600,2,-2,3,1,33,1,10,3073.44,7697.745868
114858,WEST,2,8,2510,2,3,1,2,51,1,14,17303.22,595.6445078
114859,MIDWEST,1,8,1200,5,3,3,1,51,2,1,18443.45,8048.62526
114860,SOUTH,2,4,4430,3,5,2,1,60,1,16,13724.42,5271.713507
114861,SOUTH,2,8,5600,7,5,2,1,48,1,15,23671.45,8596.838423
114862,WEST,2,5,2100,4,5,2,1,59,2,11,13763.12,4659.603127
114863,MIDWEST,2,7,1350,3,5,1,1,57,1,11,9070.77,5443.158322
114864,WEST,2,8,3500,3,5,2,2,57,3,13,7681.22,4881.383266
114865,SOUTH,3,7,520,2,5,3,1,24,1,14,6398.27,6630.410895
114866,NORTHEAST,2,5,1500,2,5,1,1,49,4,10,7135.82,5869.140613
114867,WEST,2,7,4800,3,5,2,1,37,2,15,6277.21,2354.604573
114868,MIDWEST,2,7,3000,3,5,2,2,40,1,14,7483.28,5367.675525
114869,MIDWEST,2,7,2400,3,5,1,1,32,1,13,7420.22,5507.691189
114870,NORTHEAST,4,3,800,1,2,1,1,65,4,4,4422.22,12596.77314
114871,SOUTH,2,1,1150,1,5,2,2,60,1,13,4007.86,6319.305772
114872,SOUTH,2,2,1300,7,5,2,1,31,1,15,14378.01,15757.98821
114873,WEST,1,4,1060,3,5,1,1,59,4,5,8711.63,5775.877002
114874,SOUTH,3,7,1020,3,5,2,1,30,1,4,5459.61,4986.379467
114875,SOUTH,2,6,1480,1,5,2,2,54,2,9,16265.05,7381.890389
114876,NORTHEAST,2,5,1050,2,5,2,1,85,3,9,6912.89,5058.569737
114877,SOUTH,2,5,2200,2,5,2,2,65,3,9,16760.86,5813.143498
114878,WEST,2,4,2530,2,5,2,1,28,4,16,18600.54,708.9831793
114879,SOUTH,3,5,2200,3,5,3,1,32,2,13,13547.46,934.114962
114880,WEST,2,5,4900,4,6,2,2,52,1,16,5714.41,9612.861476
114881,MIDWEST,2,1,1370,3,5,2,2,65,3,5,3038.73,15465.03749
114882,MIDWEST,2,7,1260,3,5,2,1,27,1,15,19124.4,728.8443341
114883,WEST,3,3,1500,3,2,4,1,43,1,14,12630.27,1275.110395
114884,NORTHEAST,4,1,950,1,5,2,1,46,1,14,4979.88,4370.734661
114885,WEST,2,6,790,4,5,2,1,67,3,9,3304.24,9341.013952
114886,SOUTH,2,6,3500,4,1,2,2,72,3,14,23964.63,10279.10198
114887,SOUTH,2,4,1000,2,5,3,2,44,1,14,11140.8,2998.933712
114888,MIDWEST,2,3,4030,2,2,2,1,75,3,15,17571.27,6877.95648
114889,WEST,5,7,600,4,-2,1,2,85,3,11,3552.17,7370.60305
114890,SOUTH,1,6,1150,3,5,4,1,28,4,9,14102.07,11474.4133
114891,SOUTH,2,8,1930,1,5,1,1,59,1,14,19572.11,5814.540591
114892,WEST,2,4,1580,2,5,2,1,68,3,15,7721.24,10121.6033
114893,NORTHEAST,2,7,4900,3,5,2,2,53,1,16,9045.73,4800.662437
114894,NORTHEAST,2,4,4200,3,5,2,2,62,1,16,9633.75,5348.610897
114895,WEST,3,7,900,3,2,3,2,32,4,14,4884.23,5027.421452
114896,WEST,2,3,1500,4,5,1,2,43,1,16,15709.46,12042.39155
114897,WEST,2,7,2800,4,1,1,1,55,2,14,7287.89,9956.126161
114898,MIDWEST,2,6,3600,3,5,2,2,46,1,16,13143.13,5101.042378
114899,SOUTH,5,7,780,1,-2,1,1,22,1,7,6409.41,11454.16807
114900,WEST,2,2,1140,4,5,3,2,49,3,7,4062.07,8051.84859
114901,SOUTH,1,4,710,3,3,3,1,52,1,7,15293.31,4324.515562
114902,SOUTH,3,1,1500,2,2,3,2,47,1,3,14285.15,2761.831867
114903,MIDWEST,2,1,1200,3,5,2,1,40,2,9,10196.36,6115.867807
114904,NORTHEAST,2,1,2190,3,5,1,2,89,3,16,6618.89,6210.455005
114905,WEST,5,7,1000,4,-2,2,2,37,1,15,4603,12025.70569
114906,MIDWEST,2,6,4000,3,6,2,1,33,1,16,15035.16,6987.9573
114907,SOUTH,2,3,1200,2,5,3,1,69,3,5,6998.9,10550.40278
114908,WEST,2,5,2400,2,5,2,2,49,1,14,21923.81,5355.000834
114909,MIDWEST,2,1,2220,4,5,2,2,71,1,14,10644.75,1053.294355
114910,WEST,5,7,1100,2,-2,2,2,38,1,12,7865.59,7272.083471
114911,MIDWEST,1,3,1000,3,3,3,1,62,4,2,20911.92,9783.065016
114912,MIDWEST,2,2,1730,1,5,2,2,33,1,12,6346.55,7504.611864
114913,WEST,2,6,1500,6,5,2,1,25,4,1,10188.85,8415.374495
114914,SOUTH,5,4,840,7,-2,4,1,65,1,14,7216.83,17385.28357
114915,MIDWEST,5,5,1100,2,-2,3,2,39,1,9,3135.86,17758.10612
114916,SOUTH,2,6,1530,1,5,1,1,72,3,8,3125.1,6661.130704
114917,WEST,2,4,2840,2,4,2,2,82,3,12,9747.5,7880.80506
114918,WEST,2,9,1630,3,5,2,2,81,3,7,3293.09,5532.502811
114919,WEST,2,7,1520,2,5,2,1,32,1,16,3716.95,3722.162858
114920,SOUTH,2,6,1000,1,3,1,2,75,3,8,9646.93,12304.602
114921,NORTHEAST,2,4,2400,2,5,2,2,73,3,11,10435.32,6875.286728
114922,SOUTH,4,3,760,1,2,2,2,56,3,1,9619.05,7316.859851
114923,SOUTH,2,6,2200,1,5,1,2,49,1,15,6012.32,7102.833803
114924,SOUTH,3,5,1100,1,5,2,2,20,1,5,8680.41,4813.932909
114925,WEST,2,4,2000,3,5,1,1,65,3,16,7457.9,697.6196686
114926,SOUTH,2,6,5720,1,2,2,2,90,3,10,23888.31,5108.809219
114927,MIDWEST,2,1,1920,3,5,2,2,38,1,13,13784.04,7395.830309
114928,NORTHEAST,1,2,980,3,3,2,1,24,2,14,19487.69,2940.120421
114929,NORTHEAST,5,3,700,1,-2,3,2,75,1,13,3819.59,10353.47742
114930,NORTHEAST,2,1,2400,2,5,2,1,69,3,11,5962.58,5134.69804
114931,SOUTH,2,8,3600,1,5,1,2,65,1,14,19758.1,3661.061642
114932,WEST,3,7,950,2,2,1,2,24,4,2,15587.96,3817.809839
114933,WEST,3,4,1140,2,2,2,2,42,1,14,5370.36,3874.908248
114934,WEST,2,5,2310,2,2,3,1,52,1,16,13101.65,9320.253354
114935,MIDWEST,2,1,2360,1,5,2,2,68,3,14,8109.84,7127.655101
114936,WEST,2,2,1400,2,99,2,2,61,3,14,9844.66,7232.659022
114937,NORTHEAST,2,7,4200,4,3,1,1,41,1,16,16492.06,6148.558166
